unit_id,doc_number,title,year,state,page_count,org_type,figure,unit_text,unit_length,topic,subtopic
943-5-10-1236,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"These activities have focused on both the College’s course offerings and student support services. In the area of course offerings, the college has continued to expand tutoring, including online tutoring, distance education and non-traditional programs (including a series of accelerated programs that allow students to complete the program in 18 months).",2,,
943-5-10-1237,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Counseling services are being expanded. In addition, the college will be setting up Student Success Centers and providing increased services and support to students who are planning to transfer.",2,,
943-5-10-1238,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The college’s ESL improvement rate has increased significantly. However, this rate was based upon one class of 62 students and thus, is limited in its utility for planning and decision making. To the extent that the college is able to expand its ESL offering, this data will be more meaningful in the future.",3,,
943-5-10-1253,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Los Angeles Mission College is located in the Northeast San Fernando Valley and is one of nine in the Los Angeles Community College District. It was established in 1975 and for its first sixteen years offered classes in scattered storefronts and leased facilities. The permanent campus was completed in 1991 and since then enrollment has grown steadily, reaching over 10,000 students in fall 2009. The college serves an economically and socially diverse student population which is predominately Hispanic (70%). Nearly 30% of students selected transfer as their educational goal while about the same proportion (30%) declared a career educational goal. Over one-third (34%) of students work full-time.",6,,
943-5-10-1254,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Mission College’s focus is student success, through both expanding access and attainment of students’ educational goals. There are a number of challenges that the college has encountered in pursuit of its educational mission: nearly three-quarters of students place below college level English or Math and are drawn from high schools characterized by low academic performance; the service area population exhibits comparatively low levels of educational attainment; and, the college is striving to minimize disruptions to students and academic programs due to several major bond construction projects.",2,,
943-5-10-1255,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Over the period 2006-07 to 2008-09 Los Angeles Mission College experienced an increase in the improvement rate for students enrolled in Basic Skills courses. This rate also exceeded the peer group average. Annual successful course completion for credit vocational courses, annual successful course completion for credit basic skills courses, and fall-to-fall persistence also increased in 2008-09 compared to 2007-08, but were below the peer group average. The proportion of students who obtained a degree, certificate or transfer within six years and the percentage of students who earned at least 30 units, declined slightly from 2006-07 to 2008-09 and were below their respective peer group averages. The ESL improvement rate also declined slightly from 2006-07 to 2008-09, but remained nearly ten percentage points above the peer group average.",5,,
943-5-10-1256,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Mission College is attuned to its performance on accountability measures and has been proactive in its efforts to improve student success while also expanding access in an environment of diminishing resources. Enrollment increased by 18% from fall 2007 to fall 2009 and the college has institutionalized a model which has resulted in higher completion rates in basic skills mathematics. Moreover, the college has also implemented programs to supplement and expand counseling and tutoring services so as to improve student persistence, graduation, and transfer. The college’s Strategic Master Plan, recently completed Accreditation Self-Study, Basic Skills Initiative, and newly awarded Title V Hispanic Serving Institutions Grant have structured objectives for achieving improvements in student learning and success.",4,,
943-5-10-1271,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: In Fall 2009, Pierce College enrolled more than 22,000 credit students, which was consistent with the prior Fall enrollment, despite budget-driven course reductions. Its student population is young (two-thirds under the age of 25) and ethnically diverse, including 31% Latino, 16% Asian, and 6% African-American students. Transfer is the primary academic goal for the largest proportion of students, followed by career preparation. Most students require one or more basic skills classes. Therefore, the college is acutely aware of the importance of meeting the needs of students who enroll with a range of goals and preparation levels.",5,,
943-5-10-1272,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Pierce exceeds its peer group average on four of the seven college-level indicators, and exceeds the statewide average on five of the seven indicators. Over the last three years, Pierce’s results have been relatively consistent, with scores varying by two percentage points or less on six of the seven indicators. The only substantial change this year was in the category of persistence rate, which rose from 64% to 72%.",3,,
943-5-10-1273,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"In the area of basic skills completion and basic skills improvement, the college’s results are between 5% and 7% above the average scores for its peer group and the state. Credit for these results may be partially attributed to the work of the college’s student success committee and the associate dean for basic skills, who was hired in early 2009 using basic skills funds from the state. The student success committee has funded a number of innovative projects targeted toward this population, including learning communities, contextualized English and math classes, accelerated algebra classes, and software for improving student reading skills.",3,,
943-5-10-1274,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The student progress and achievement rate (SPAR) dropped slightly, from 54% to 52%. Transfer numbers from Pierce to the UC and CSU systems, a component of the SPAR, decreased by almost 7% from 2007-08 to 2008-09, largely the result of decreased capacity at the state’s public universities. However, the college also experienced a drop in degrees and certificates earned in the past year. To address this issue, and to ensure that students are able to earn awards that will optimize their chances to transfer and find jobs in high-demand fields, the college has been engaged in a number of visioning processes to explore the development of new facilities and curriculum in the emerging areas of green technology, hybrid fuel technologies, and digital arts and media. New degrees, certificates, and transfer pathways are being developed in the most promising of these areas.",5,,
943-5-10-1275,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,The college’s commitment to student success is reflected in the measures presented in this report. The faculty and staff of the college continue to work toward improving students’ outcomes on these and other important indicators.,2,,
943-5-10-1291,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Los Angeles Southwest College is a comprehensive community college located in south Los Angeles. LASC is committed to providing an environment for quality learning which fosters successful pathways to enrich the lives of its diverse population of which many are working parents with financial responsibilities whose goal is to enhance their family’s quality of life through education. In fall 2009 LASC educated 8,503 students, comprised of 54.2% Black/African-American, 33.5% Hispanic, and 12.3% other, with 11.4% of the student population non-credit and many assessed into basic skills (92% of English placements and 99% of math placements are below transfer level).",3,,
943-5-10-1292,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LASC has instituted many initiatives for students since the 2008 Self-Assessment for which the college is beginning to see positive results. The Basic Skills Plan instituted in 2006 has continued administrator, faculty, and staff support for students and has been instrumental in changing teaching methods in basic skills courses. As a result of its implementation of the college’s Strategic Student Success Plan (in 2008), in conjunction with its participation in the California Benchmarking Project with USC, tracking student success in gatekeeper courses has become an institutional priority. The Learning Assistance Department’s Academic Center for Excellence is committed to continuous improvement in supporting student learning. The Anytime Student Assistance Program (ASAP), a comprehensive early alert program, fosters student success using an early detection system and providing staff and online tools intended to increase student success.",5,,
943-5-10-1293,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The college believes the above efforts have helped to increase student progress and achievement rates (+2.1%), while the percent of students who earned at least 30 units improved by 5.6% and persistence rates increased by 7.5%. The Academic Center for Excellence’s continued work of providing diagnostic assessment for students placing four levels below college level English and math, along with the basic skills support continues. Therefore, the completion rate for basic skills courses shows a 1.2% increase. In addition, LASC shows above average performance in relationship to its peer group average in the area of credit basic skills, and is in line with most other peer group indicators.",4,,
943-5-10-1294,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LASC’s recent selection as a participant in the RP Group’s Bridging Research Information and Culture (BRIC) technical assistance pilot program will help to further institute classroom and programmatic changes designed to foster student success. The BRIC program participation will help LASC to strength its capacity to collaboratively analyze and act on information beyond the current institutional efforts by incorporating more faculty practitioners in studying the external, as well as classroom, factors which affect student success.",2,,
943-5-10-1295,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LASC continues to evaluate and update strategies to ensure that students will continue improving persistence, retention, and success. Consequently, the college is constantly looking for new tools to better support student learning.",2,,
943-5-10-1310,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Los Angeles Trade Technical College (LATTC), located just two (2) miles south of Downtown Los Angeles, sits on 23 acres of land, one of the smallest community college footprints in the state. Yet in 2009, it had one of the highest percentage unduplicated enrollment growth in the country among community colleges with 10,000 or more students. LATTC has offered General Education and Career-Technical courses for over 80 years, currently offers 56 different Associate Degrees and 164 Certificates.",3,,
943-5-10-1311,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Service area population demographics: Nearly one-third (32.4%) of the service area population lives at or below the Federal Poverty Level, almost 20% higher than L.A. County and California rates. Fifty five percent of the adult population does not possess a high school diploma or equivalency. According to the LAUSD's high schools performance list the three worst-performing schools are LATTC’s feeder schools. Only 2% of incoming LATTC freshmen pass the proficiency assessment test in English and math.",5,,
943-5-10-1312,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,The ARCC 2009 indicators represent both a challenge and opportunity for the college to launch new strategies for 2010-11. It is increasingly clear that the areas of credit basic skills and ESL require additional strategies and intervention. The college is proposing to launch the following new strategies for 2010-11 to address the ARCC college level indicators:,3,,
943-5-10-1313,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,Provide the faculty-led noncredit Introductory to Post-Secondary Education course to all first year students in lieu of the traditional College Orientation to better prepare students for instructor expectations and student success at LATTC.,1,,
943-5-10-1314,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,Expand the contextualized CTE Academies (e.g. Design Academy) to improve successful course completion rates for credit vocational courses as well as credit basic skills courses,1,,
943-5-10-1315,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,Strengthen and formalize the coordination between noncredit and credit basic skills courses to link the entry and exit skills of each area and provide new “bridge” opportunities to improve student success,1,,
943-5-10-1316,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Increase professional development opportunities for CTE and Basic Skills faculty, staff and administrators to review, discuss and reflect on course, discipline and program data to determine and address the “stopgaps” to student success.",1,,
943-5-10-1317,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The college is currently conducting program viability on Credit English as a Second Language to determine how to provide best instruction to ESL students at LATTC. Finally, the college has reorganized its administrative structure to include a new Dean of Student Success that reports to both Vice Presidents of Student Services for Matriculation-related functions and to Academic Affairs for Basic Skills.",2,,
943-5-10-1318,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Currently, through the Perkins funding, the college is creating a web application capable of electronically compiling and reporting a CTE students’ progress towards certificate and/or degree completion. The system will have the capability to generate information to assist students with completing graduation requirements. The system will be able to electronically update key performance and review indicators of CTE student success such as successful course completion, persistence from fall to fall, completion of 30 units, and certificate/degree completion.",3,,
943-5-10-1319,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,With new processes and initiatives in place the college is confident the indicators will improve in the coming years.,1,,
943-5-10-1334,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: In recent years, Los Angeles Valley College (LAVC) has experienced consistent enrollment growth, peaking in Fall 2009 with over 19,200 credit students. The campus draws diverse students from surrounding communities, the greater San Fernando Valley and Los Angeles area. Income levels in the immediate service area are lower than the overall area of the San Fernando Valley and many LAVC students are economically and financially challenged. Most LAVC students are part-time (77%), employed (75%) and under-prepared. Challenges remain as feeder high school API scores are often low. The majority of LAVC students place into English and Math courses below transfer level.",6,,
943-5-10-1335,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LAVC’s diverse student population includes many first-generation and returning students. The majority of students are female (58%), young (60% younger than 25) and from an ethnic minority group (62%). Forty-eight percent of LAVC students indicate an educational goal of transfer or obtaining an associate’s degree and 26% indicate vocational skills or certificate; additionally, 10% indicate personal development reasons. The top award areas are Liberal Arts, Child Development, Nursing, Economics and Respiratory Therapy. Despite a slight decline in awards and UC/CSU transfers in 2008-09, LAVC continues to promote student academic goals and a learning-centered culture.",5,,
943-5-10-1336,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LAVC’s performance on the ARCC College Level Indicators is mixed, exceeding both the peer group and state averages on three indicators (success in basic skills and vocational courses, and basic skills improvement). Our performance rates on the indicators have fluctuated over the report period. LAVC currently ranks below state and peer averages for student progress and achievement (SPAR), 30 units earned, persistence, and ESL Improvement. However, the most recent LAVC cohorts demonstrate improvement on 30 units earned, successful course completion of vocational and basic skills, and ESL and basic skills improvement.",4,,
943-5-10-1337,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Despite 84 AA/AS, 67 credit certificate, and 8 noncredit certificate options, SPAR and persistence remain challenges for the college. Increased noncredit certificate opportunities should positively impact the fluctuating CDCP progress and achievement rate. Additional online, hybrid and web-enhanced offerings increase students’ enrollment and degree completion options. Federal and grant funding enhance job-related opportunities for students. However, continued assessment of these indicators is necessary for program improvement, student learning and success.",5,,
943-5-10-1338,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LAVC’s positive outcomes are attributable to faculty, staff and administrative collaboration to make the campus a successful learning environment for all students through various student support services. Additionally, recent grants, including Title V for an online AA degree, Science Technology Engineering and Math (STEM), Solving the Math Achievement Gap, TRiO and CAHSEE, along with the District Student Success Initiative and the State’s Basic Skills Initiative continue to assist our enrollment, retention, and achievement efforts. Special counseling services and embedded tutoring are among the services provided. As the campus continues to establish and assess student learning outcomes and institutional effectiveness, specific improvements are being incorporated to promote student achievement.",4,,
943-5-10-1339,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The accountability findings reveal achievements and challenges of our students. Despite adversity, LAVC students continue to earn degrees and certificates, transfer and receive the training necessary to be successful in their long-term goals.",2,,
943-5-10-1354,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Increasingly, college-bound students in the area are choosing Los Medanos College instead of other colleges. A high percentage of these students are not ready for college-level work; many of them are first-generation college students; and socio-economic factors in the feeder area cause many students to need financial aid or to work full-time.",2,,
943-5-10-1355,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Los Medanos College’s student population increased 29% in FTES between 2006-2007 and 2008-2009, and the college expects growth of 16% in 2009-2010 despite reduced offerings. The college continues to experience increases in younger students, male students, and African American and Hispanic students fulfilling the accessibility goals of its Educational Master Plan.",2,,
943-5-10-1356,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Student Services staff is developing a First Year Experience plan and Freshman Seminar with projected implementation in fall 2010, which will improve the preparation of new students as they will have a better understanding of college resources that can improve their chances for success. College counselors are working on strengthening interventions for students on probation and dismissal, also to be implemented in fall 2010. These efforts should enhance student support and improve students’ ability to persist, progress and attain their goals. While outcomes such as degree/certificate completion and transfer remain inadequate, new efforts to improve students’ educational experience are being reviewed and introduced.",4,,
943-5-10-1357,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"LMC’s developmental education (DE) program is implementing an outcome-based curriculum and integrating student services into classroom activities. Through grant-funding, ESL has improved its curriculum and is now better tied to the developmental program. Developmental education now focuses more on professional development through “teaching communities” and systematic program review and planning. The college is piloting ways to “accelerate” students through the DE program. The assessment of student learning outcomes is underway and the analysis of the results will be used for improvement. Clearly, DE outcomes must be improved.",6,,
943-5-10-1358,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Last year, the ESL Program with HSI Grant funding focused particular attention to the development and implementation of retention and success strategies for ESL students, including: writing eleven new ESL courses; revising five existing courses; updating all course level student leaning outcomes; enhanced advising with the addition of an ESL student liaison position to assist students in registering for the appropriate course levels; increasing numbers of student appointments with the ESL counselor; and training for students on the use of Web-Advisor (LMC’s student registration portal). At the same time all ESL faculty are participating in a professional development teaching community centered on the use of software and other technology in the classroom. In fall 2009, all of the ESL TOP Codes were changed and aligned with the CB21 rubric to assure proper data tracking of ESL student progression.",3,,
943-5-10-1359,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Positive course completion rates for CTE courses are encouraging. The college has improved: both student outreach and “in reach”; professional development for high school and college counselors; career counseling; faculty advising; and bridge programs for incoming students. Career technical programs are updated, aligned, and more relevant, to industry needs. Program information is better “packaged” and more accessible. Progress on internships, cooperative education and job placement continues.",5,,
943-5-10-1389,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Mendocino College is a comprehensive community college serving about 5,000 students each semester. From the main campus in Ukiah, centers in Willits and Lakeport, and through a growing online program, Mendocino College provides learning opportunities to approximately 105,000 residents of a 3,200 square mile area spanning Lake and Mendocino Counties. In June 2008, the College’s accreditation was reaffirmed by ACCJC. In May 2009, the College was recognized by the Hewlett Foundation as a Hewlett Leader in Student Success for its work in basic skills.",4,,
943-5-10-1390,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Mendocino College embraces its mission to provide educational choices to traditional-age college students, lifelong learners and working students needing to upgrade their skills for a 21st century economy. On the three indicators of student achievement, Mendocino College has mixed results over the previous year. On the “Student Progress and Achievement Rate”, the College is up about two percentage points over last year, and quite close to the peer group median (49.5%). Similarly, Mendocino College is up slightly (64.2%) on “Percent of Students Who Earned at Least 30 Units”. While up slightly, this measure reflects the impact of the high proportion of part-time students at the College. Finally, the “Fall-to-Fall Persistence Rate” showed some erosion, from 61.8% to 60.5%; the College remains at the median value for the peer group. This is a very volatile peer group, where members experienced annual swings ranging from a 20% decline to a 9.8% increase.",7,,
943-5-10-1391,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Similar mixed results emerge within the course-level achievement rates. The “Annual Successful Course Completion Rate for Credit Vocational Skills,” at 75.2% is virtually unchanged from last year and is almost exactly at the peer group mean.",2,,
943-5-10-1392,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"The “Annual Successful Course Completion Rate for Basic Skills,” at 66.1% shows an almost 10% increase over the prior year’s score and is the second-highest rate within the peer group. However, the “Basic Skills Improvement Rate” dropped from 55.6% to 44.3%, well into the second quartile of the peer group. While more students are successful in completing a basic skills course (Course Completion Rate), they are not persisting and enrolling in the next sequential course (Improvement Rate). Projects such as a more robust Early Alert system should have a positive effect.",4,,
943-5-10-1393,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Most disappointing is the decline in the “ESL Improvement Rate” from 34.7% in the previous years’ cohort to 22.1% for the 2006-07 cohort. This is well below the mean (35.9%) and the median (33.3%) for the peer group and is at the lower end of the third quartile. Again, this may reflect the high proportion of part-time students, with limited goals. The recent addition of a full-time ESL instructor should lead to improvement in coming years.",4,,
943-5-10-1394,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Though age and gender distribution remain relatively the same as previous years, there is a growing proportion of Hispanic students, 19.0% (up from 16.6% the previous 2 years) and a slight growth in the proportion of other students of color. This reflects the College’s dedication to serving the District’s growing proportion of Native American and Hispanic students through targeted outreach and support services.",2,,
943-5-10-1409,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Established in 1962, Merced College achieved a record-breaking enrollment of 10,290 full-time equivalent students (FTES) during 2008-2009, representing 21,082 unduplicated students.",1,,
943-5-10-1410,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"A slight decrease of 4.38% in the 49 and older student population at 15.6% occurred during 2008-2009, compared with 17.0% during 2007-2008. Offsetting this was a slight increase in students 19 years or less at 25.6%, and students 20-24 years at 23.5% during 2008-2009. Enrollment among males was up slightly, at 38.9% during 2008-2009, compared with 37.3% during 2007-2008. Females comprised the larger proportion of students, at 58% during 2008-2009, compared with 58.1% during 2007-2008.",4,,
943-5-10-1411,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Serving a diverse population of Central Valley students, the College maintained its bi-ethnic majority of Hispanic (38.0%) and White Non-Hispanic (34.6%) students during 2008-2009. Other ethnicities included Asian (8.6%), African American (4.7%), American Indian/Alaskan Native (1.1%), Filipino (1.1%), Pacific Islander (0.6%), or were Unknown/Non-respondent (11.4%).",2,,
943-5-10-1412,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Despite being over one-third of the student population, Hispanics are not reflective of Merced County’s overall Hispanic population of 52.9% (U.S. Census, 2008). A federally recognized Hispanic Serving Institution, Merced College seeks opportunities to increase student access and success based on the needs and rich diversity of the region.",2,,
943-5-10-1413,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Merced’s residents are among the poorest in the state and nation. In 2007, Merced had a per capita personal income (PCPI) of $25,012. This PCPI ranked 50th in the state and was 60% of the state average ($41,805) and 65% of the national average ($38,615). (U.S. Bureau of Economic Analysis, 2007).",3,,
943-5-10-1414,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Merced County’s unemployment rate increased to 20.2% in March 2009. The county’s average annual unemployment rate was 18.0% during 2009, compared with 12.7% during 2008. This increase represents 6,100 additional unemployed workers from 2008 to 2009. (Employment Development Department). The county has been affected by the recession and downturns in key industries, such as agriculture, food processing, and building and construction trades.",4,,
943-5-10-1415,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Given the poor economy, more students are attending Merced College for knowledge and skills to improve their employment opportunities. The College offers more than 100 transfer, career, and technical programs.",2,,
943-5-10-1416,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"During 2008-2009, Merced College students earned 495 awards (386 associate degrees and 109 certificates) in 23 disciplines. This represents a 29.3% decrease or 205 fewer awards compared with a high of 700 awards during 2007-2008. The 2008-2009 decrease is a departure from the upward trend in awards earned, from 546 awards during 2005-2006, 557 during 2006-2007, and 700 during 2007-2008.",3,,
943-5-10-1417,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,The 170 fewer associate degrees awarded during 2008-2009 were due primarily to discontinuation of our “University Studies” program. The 35 fewer certificates awarded were spread across several disciplines.,2,,
943-5-10-1418,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Merced College continues to focus on improving student outcomes and our 2008-2009 performance was within our peer group range on all key indicators of student success, and we exceeded our peer average on four indicators: Persistence, Vocational Course Completions, Improvement Rate for Basic Skills Courses, and Improvement Rate for English as a Second Language Courses.",1,,
943-5-10-1419,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"Merced College takes pride in student achievement. As our mission states, “Students are our focus and we are known by their success.”",2,,
943-5-10-1434,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"College Self-Assessment: Nestled in the hills above San Francisco Bay, Merritt College offers students the opportunity to study in one of the most dramatic natural settings and within acclaimed programs. With approximately 7,000 students, each fall Merritt College has the second largest enrollment in the Peralta Community College District. Enrollment is projected to increase incrementally over the next ten years. The student population is highly diverse; no one ethnic group is in the majority. Most students are low-income and more than half receive financial aid. A majority (60%) of students are matriculating.",6,,
943-5-10-1435,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,"An examination of Merritt College’s performance indicators across three time periods revealed mixed results in student outcomes including 1) an increase in the basic skills improvement rate, 2) a nominal decline in the student progress achievement rate and a significant decline in the persistence rate, and lastly 3) small variability in the vocational and basic skills successful course completion rate and the percentage of students who earn at least 30 units over time. Outlined below are the trends for the time period 2006/07-2008/09:",2,,
943-5-10-1436,943,Focus on Results: Accountability Reporting for the California Community Colleges 2010,2010,California,847,9,0,Increase in Performance: The basic skills improvement rate has increased steadily by 3.7 percentage points from 40.8% in 2006/07 to 44.5% in 2008/09.,1,,
